date,gold_price,gold_price_3y,gold_price_5y,gold_price_price_floor,gold_price_floor_spot_3y,gold_price_floor_spot_5y,silver_price,silver_price_3y,silver_price_5y,silver_price_price_floor,silver_price_floor_spot_3y,silver_price_floor_spot_5y,zinc_price,zinc_price_3y,zinc_price_5y,zinc_price_price_floor,zinc_price_floor_spot_3y,zinc_price_floor_spot_5y,copper_price,copper_price_3y,copper_price_5y,copper_price_price_floor,copper_price_floor_spot_3y,copper_price_floor_spot_5y,lead_price,lead_price_3y,lead_price_5y,lead_price_price_floor,lead_price_floor_spot_3y,lead_price_floor_spot_5y,cad_usd,cad_usd_3y,cad_usd_5y,cad_usd_price_floor,cad_usd_floor_spot_3y,cad_usd_floor_spot_5y
2006-11-01,638.4,484.0402777777777,424.1758333333334,424.1758333333334,484.0402777777777,424.1758333333334,13.68,8.445,6.9535,6.9535,8.445,6.9535,4378.61363636364,1803.6672000747828,1399.9238652781364,1399.9238652781364,1803.6672000747828,1399.9238652781364,7029.29545454545,4299.356853928252,3235.39132014716,3235.39132014716,4299.356853928252,3235.39132014716,1626.02272727273,1019.9379743576023,801.7966978162716,801.7966978162716,1019.9379743576023,801.7966978162716,1.1359,1.2202444444444445,1.3309316666666668,1.1359,1.1359,1.1359
2006-12-01,635.7,490.1083333333333,430.1625,430.1625,490.1083333333333,430.1625,12.9,8.6375,7.093166666666667,7.093166666666667,8.6375,7.093166666666667,4381.44736842105,1898.241928562669,1460.315144947899,1460.315144947899,1898.241928562669,1460.315144947899,6680.97368421053,4423.771797537275,3322.1934305702766,3322.1934305702766,4423.771797537275,3322.1934305702766,1709.15789473684,1048.2449396875938,822.2342313560033,822.2342313560033,1048.2449396875938,822.2342313560033,1.1532,1.2158111111111112,1.3238383333333335,1.1532,1.1532,1.1532
2007-01-01,645.75,496.89861111111105,436.23333333333335,436.23333333333335,496.89861111111105,436.23333333333335,13.36,8.835555555555556,7.2445,7.2445,8.835555555555556,7.2445,3784.86363636364,1975.157915816156,1510.1596146448687,1510.1596146448687,1975.157915816156,1510.1596146448687,5689.34090909091,4514.545817498795,3391.8786578430036,3391.8786578430036,4514.545817498795,3391.8786578430036,1664.34090909091,1073.544422612077,841.4551404469124,841.4551404469124,1073.544422612077,841.4551404469124,1.1763,1.2124916666666667,1.3167816666666667,1.1763,1.1763,1.1763
2007-02-01,677.0,504.8083333333333,442.5741666666666,442.5741666666666,504.8083333333333,442.5741666666666,14.31,9.050277777777778,7.409000000000001,7.409000000000001,9.050277777777778,7.409000000000001,3321.375,2037.2575685939341,1552.624697978202,1552.624697978202,2037.2575685939341,1552.624697978202,5718.15,4596.946720276573,3461.158366176337,3461.158366176337,4596.946720276573,3461.158366176337,1775.075,1098.2644920565212,863.024307113579,863.024307113579,1098.2644920565212,863.024307113579,1.171,1.2080777777777778,1.3096916666666667,1.171,1.171,1.171
2007-03-01,663.5,511.4888888888888,448.5824999999999,448.5824999999999,511.4888888888888,448.5824999999999,13.35,9.20361111111111,7.5535,7.5535,9.20361111111111,7.5535,3256.18181818182,2097.1016287608204,1593.2278116145658,1593.2278116145658,2097.1016287608204,1593.2278116145658,6465.29545454545,4693.197077105734,3542.1234154187614,3542.1234154187614,4693.197077105734,3542.1234154187614,1908.97727272727,1126.898824511506,886.8293449923669,886.8293449923669,1126.898824511506,886.8293449923669,1.1682,1.2036222222222221,1.3027000000000002,1.1682,1.1682,1.1682
2007-04-01,678.0,519.5638888888889,454.72666666666663,454.72666666666663,519.5638888888889,454.72666666666663,13.5,9.413333333333334,7.701833333333334,7.701833333333334,9.413333333333334,7.701833333333334,3566.85526315789,2167.6000388485395,1639.2157961592607,1639.2157961592607,2167.6000388485395,1639.2157961592607,7753.34210526316,4827.262830029711,3644.869593363624,3644.869593363624,4827.262830029711,3644.869593363624,1984.15789473684,1161.2636271430847,912.0304686348063,912.0304686348063,1161.2636271430847,912.0304686348063,1.135,1.1978722222222222,1.2952583333333332,1.135,1.135,1.135
2007-05-01,656.6,526.8625000000001,460.21583333333336,460.21583333333336,526.8625000000001,460.21583333333336,13.25,9.61,7.8385,7.8385,9.61,7.8385,3847.52380952381,2245.837980925955,1690.5370263179907,1690.5370263179907,2245.837980925955,1690.5370263179907,7677.95238095238,4964.748714880727,3746.2184209249513,3746.2184209249513,4964.748714880727,3746.2184209249513,2106.0,1197.4277353302193,939.6240292408669,939.6240292408669,1197.4277353302193,939.6240292408669,1.0951,1.1899888888888888,1.2876733333333334,1.0951,1.0951,1.0951
2007-06-01,648.5,533.938888888889,465.7066666666667,465.7066666666667,533.938888888889,465.7066666666667,12.54,9.794166666666667,7.966333333333334,7.966333333333334,9.794166666666667,7.966333333333334,3628.65476190476,2318.3328101707843,1738.1909019793666,1738.1909019793666,2318.3328101707843,1738.1909019793666,7514.2380952381,5098.781843788855,3843.9458151048457,3843.9458151048457,5098.781843788855,3843.9458151048457,2436.64285714286,1241.1198348973187,972.9016879710257,972.9016879710257,1241.1198348973187,972.9016879710257,1.0651,1.1818583333333335,1.279895,1.0651,1.0651,1.0651
2007-07-01,666.75,541.6375,471.7275,471.7275,541.6375,471.7275,12.93,9.975000000000001,8.104166666666666,8.104166666666666,9.975000000000001,8.104166666666666,3546.29545454545,2389.3942369384613,1784.0456088304863,1784.0456088304863,2389.3942369384613,1784.0456088304863,7980.93181818182,5242.230076112089,3950.4899323643976,3950.4899323643976,5242.230076112089,3950.4899323643976,3072.43181818182,1300.5945823720665,1016.6751168247806,1016.6751168247806,1300.5945823720665,1016.6751168247806,1.0502,1.1742944444444445,1.2716383333333332,1.0502,1.0502,1.0502
2007-08-01,668.0,548.8569444444445,477.65416666666664,477.65416666666664,548.8569444444445,477.65416666666664,11.95,10.119722222222222,8.227166666666667,8.227166666666667,10.119722222222222,8.227166666666667,3244.17045454545,2452.377477077951,1825.634957676085,1825.634957676085,2452.377477077951,1825.634957676085,7500.20454545455,5371.563469570483,4050.7780636775283,4050.7780636775283,5371.563469570483,4050.7780636775283,3115.19318181818,1361.66608609982,1061.5227809661947,1061.5227809661947,1361.66608609982,1061.5227809661947,1.0579,1.1672166666666666,1.2631133333333333,1.0579,1.0579,1.0579
2007-09-01,737.75,557.8958333333334,484.5766666666667,484.5766666666667,557.8958333333334,484.5766666666667,13.65,10.31361111111111,8.379166666666666,8.379166666666666,10.31361111111111,8.379166666666666,2887.6,2505.366302835527,1861.1586878348155,1861.1586878348155,2505.366302835527,1861.1586878348155,7671.35,5504.012901388664,4153.985008121973,4153.985008121973,5504.012901388664,4153.985008121973,3228.025,1425.440139130123,1108.3141500138138,1108.3141500138138,1425.440139130123,1108.3141500138138,1.0267,1.1599555555555554,1.2539566666666666,1.0267,1.0267,1.0267
2007-10-01,783.0,567.8069444444445,492.3541666666667,492.3541666666667,567.8069444444445,492.3541666666667,14.32,10.5125,8.543166666666668,8.543166666666668,10.5125,8.543166666666668,2979.98913043478,2558.506873919033,1898.240390733366,1898.240390733366,2558.506873919033,1898.240390733366,8020.58695652174,5643.212406794692,4262.891928411828,4262.891928411828,5643.212406794692,4262.891928411828,3722.60869565217,1502.9332378188737,1163.386831173234,1163.386831173234,1502.9332378188737,1163.386831173234,0.9754,1.1524138888888888,1.2439133333333332,0.9754,0.9754,0.9754
2007-11-01,794.75,577.3277777777779,500.29583333333335,500.29583333333335,577.3277777777779,500.29583333333335,14.23,10.692222222222222,8.7065,8.7065,10.692222222222222,8.7065,2554.60227272727,2598.906810787719,1928.0743175010427,1928.0743175010427,2554.60227272727,1928.0743175010427,6957.43181818182,5749.521371441156,4352.49853014343,4352.49853014343,5749.521371441156,4352.49853014343,3319.90909090909,1568.3110787279647,1211.3612684026712,1211.3612684026712,1568.3110787279647,1211.3612684026712,0.9672,1.146036111111111,1.2338416666666665,0.9672,0.9672,0.9672
2007-12-01,836.5,588.3972222222224,508.525,508.525,588.3972222222224,508.525,14.76,10.912777777777777,8.874666666666666,8.874666666666666,10.912777777777777,8.874666666666666,2378.59722222222,2632.1422495002416,1954.4799061253811,1954.4799061253811,2378.59722222222,1954.4799061253811,6630.73611111111,5846.492215797417,4436.461393900044,4436.461393900044,5846.492215797417,4436.461393900044,2616.08333333333,1613.970800950187,1247.609165228068,1247.609165228068,1613.970800950187,1247.609165228068,1.0021,1.1400138888888889,1.2245566666666667,1.0021,1.0021,1.0021
2008-01-01,923.75,602.2847222222222,517.7483333333333,517.7483333333333,602.2847222222222,517.7483333333333,16.74,11.19111111111111,9.0725,9.0725,11.19111111111111,9.0725,2364.40909090909,2663.222363136605,1980.848087943563,1980.848087943563,2364.40909090909,1980.848087943563,7078.90909090909,5955.125801656003,4526.938022687923,4526.938022687923,5955.125801656003,4526.938022687923,2621.78409090909,1660.2918868087727,1283.8918167432196,1283.8918167432196,1660.2918868087727,1283.8918167432196,1.0099,1.1340444444444442,1.215698333333333,1.0099,1.0099,1.0099
2008-02-01,969.0,617.075,528.1041666666666,528.1041666666666,617.075,528.1041666666666,19.62,11.531944444444443,9.322833333333334,9.322833333333334,11.531944444444443,9.322833333333334,2458.47619047619,2694.761146205388,2008.7287744514992,2008.7287744514992,2458.47619047619,2008.7287744514992,7941.14285714286,6085.515881021082,4631.254653640304,4631.254653640304,6085.515881021082,4631.254653640304,3089.60714285714,1719.0872241103598,1327.4767274575051,1327.4767274575051,1719.0872241103598,1327.4767274575051,0.9986,1.127336111111111,1.20714,0.9986,0.9986,0.9986
2008-03-01,937.25,631.2347222222222,538.1358333333334,538.1358333333334,631.2347222222222,538.1358333333334,17.99,11.831944444444444,9.548333333333334,9.548333333333334,11.831944444444444,9.548333333333334,2511.18421052632,2726.3515806247697,2037.410098595192,2037.410098595192,2511.18421052632,2037.410098595192,8434.31578947368,6225.943965120219,4744.231702512483,4744.231702512483,6225.943965120219,4744.231702512483,3012.93421052632,1774.9551056196888,1370.1138055694516,1370.1138055694516,1774.9551056196888,1370.1138055694516,1.0029,1.1214166666666665,1.1992533333333335,1.0029,1.0029,1.0029
2008-04-01,867.75,643.3055555555555,546.9983333333333,546.9983333333333,643.3055555555555,546.9983333333333,16.47,12.095555555555556,9.746,9.746,12.095555555555556,9.746,2278.51136363636,2753.593959773399,2062.7732046557985,2062.7732046557985,2278.51136363636,2062.7732046557985,8714.18181818182,6373.84319551945,4863.0036078155135,4863.0036078155135,6373.84319551945,4863.0036078155135,2834.875,1826.4661836620169,1410.0617222361184,1410.0617222361184,1826.4661836620169,1410.0617222361184,1.0137,1.1152444444444443,1.191845,1.0137,1.0137,1.0137
2008-05-01,879.5,656.1555555555556,555.56,555.56,656.1555555555556,555.56,16.85,12.365555555555556,9.950833333333332,9.950833333333332,12.365555555555556,9.950833333333332,2178.325,2779.5055569956216,2086.1436213224647,2086.1436213224647,2178.325,2086.1436213224647,8356.125,6515.905001075005,4974.754024482181,4974.754024482181,6515.905001075005,4974.754024482181,2216.0875,1860.6550725509057,1439.2910972361183,1439.2910972361183,1860.6550725509057,1439.2910972361183,0.9993,1.1081277777777778,1.1854333333333331,0.9993,0.9993,0.9993
2008-06-01,932.75,669.9319444444445,565.3533333333332,565.3533333333332,669.9319444444445,565.3533333333332,17.65,12.65861111111111,10.169833333333335,10.169833333333335,12.65861111111111,10.169833333333335,1906.17380952381,2797.091003724818,2104.7358038621473,1906.17380952381,1906.17380952381,1906.17380952381,8292.0,6648.1903546103595,5084.868905434561,5084.868905434561,6648.1903546103595,5084.868905434561,1860.5119047619,1885.0401885922718,1462.505382950404,1462.505382950404,1860.5119047619,1462.505382950404,1.0166,1.1019166666666667,1.1798350000000002,1.0166,1.0166,1.0166
2008-07-01,912.0,683.4000000000001,574.6241666666666,574.6241666666666,683.4000000000001,574.6241666666666,17.48,12.945555555555556,10.376499999999998,10.376499999999998,12.945555555555556,10.376499999999998,1856.44565217391,2815.4135681370562,2121.8684850215677,1856.44565217391,1856.44565217391,1856.44565217391,8407.02173913043,6781.483286517421,5196.438832970794,5196.438832970794,6781.483286517421,5196.438832970794,1960.04347826087,1915.665734946079,1486.6171583127227,1486.6171583127227,1915.665734946079,1486.6171583127227,1.013,1.096086111111111,1.1736833333333332,1.013,1.013,1.013
2008-08-01,836.5,694.6083333333333,582.3824999999999,582.3824999999999,694.6083333333333,582.3824999999999,13.76,13.140555555555556,10.520666666666667,10.520666666666667,13.140555555555556,10.520666666666667,1734.65,2827.467103490592,2137.192735021568,1734.65,1734.65,1734.65,7633.8,6888.202478436612,5294.390082970794,5294.390082970794,6888.202478436612,5294.390082970794,1902.85,1943.8721112087053,1510.102033312723,1510.102033312723,1902.85,1510.102033312723,1.0535,1.0918972222222223,1.16797,1.0535,1.0535,1.0535
2008-09-01,897.0,706.375,590.9241666666666,590.9241666666666,706.375,590.9241666666666,12.96,13.29138888888889,10.651333333333332,10.651333333333332,12.96,10.651333333333332,1744.52272727273,2837.1302979350357,2152.6194395670223,1744.52272727273,1744.52272727273,1744.52272727273,6975.11363636364,6974.992882477017,5380.814136001097,5380.814136001097,6974.992882477017,5380.814136001097,1872.30681818182,1969.9702804006245,1532.624457555147,1532.624457555147,1872.30681818182,1532.624457555147,1.0582,1.0885777777777779,1.1628833333333333,1.0582,1.0582,1.0582
2008-10-01,728.5,713.4819444444445,596.6558333333334,596.6558333333334,713.4819444444445,596.6558333333334,9.28,13.333333333333334,10.720333333333334,9.28,9.28,9.28,1303.00434782609,2832.124797014861,2159.334838117747,1303.00434782609,1303.00434782609,1303.00434782609,4894.89130434783,6998.290789079272,5430.3026142619665,4894.89130434783,4894.89130434783,4894.89130434783,1494.26086956522,1983.716283391193,1547.7382256710891,1494.26086956522,1494.26086956522,1494.26086956522,1.1847,1.0887805555555556,1.1605933333333334,1.0887805555555556,1.0887805555555556,1.1605933333333334
2008-11-01,813.5,722.3625000000001,603.5791666666667,603.5791666666667,722.3625000000001,603.5791666666667,10.12,13.38638888888889,10.799833333333332,10.12,10.12,10.12,1169.3625,2819.8671896916294,2163.5873381177466,1169.3625,1169.3625,1169.3625,3729.1875,6983.0415782206865,5458.234489261967,3729.1875,3729.1875,3729.1875,1286.425,1991.1769525831119,1558.8009340044225,1286.425,1286.425,1286.425,1.2171,1.0897694444444443,1.1589950000000002,1.0897694444444443,1.0897694444444443,1.1589950000000002
2008-12-01,865.0,732.1402777777779,611.0416666666666,611.0416666666666,732.1402777777779,611.0416666666666,10.79,13.440833333333334,10.880166666666668,10.79,10.79,10.79,1112.90476190476,2800.2444053000945,2165.8564651018737,1112.90476190476,1112.90476190476,1112.90476190476,3105.09523809524,6942.154640389998,5473.285481325459,3105.09523809524,3105.09523809524,3105.09523809524,968.166666666667,1986.9551933238524,1563.435259401248,968.166666666667,968.166666666667,968.166666666667,1.2337,1.0917750000000002,1.1576766666666667,1.0917750000000002,1.0917750000000002,1.1576766666666667
2009-01-01,918.5,741.8263888888889,619.6616666666666,619.6616666666666,741.8263888888889,619.6616666666666,12.51,13.513055555555557,10.984833333333334,10.984833333333334,12.51,10.984833333333334,1202.52380952381,2775.5436777868667,2168.967060339969,1202.52380952381,1202.52380952381,1202.52380952381,3260.35714285714,6900.946307056664,5487.2668305318075,3260.35714285714,3260.35714285714,3260.35714285714,1144.90476190476,1983.8096906783499,1569.9576800361685,1144.90476190476,1144.90476190476,1144.90476190476,1.2248,1.0936527777777778,1.1564933333333334,1.0936527777777778,1.0936527777777778,1.1564933333333334
2009-02-01,943.75,752.5833333333334,628.8533333333332,628.8533333333332,752.5833333333334,628.8533333333332,13.21,13.610555555555557,11.095333333333334,11.095333333333334,13.21,11.095333333333334,1118.0025,2744.9402750090894,2169.5039770066355,1118.0025,1118.0025,1118.0025,3328.4125,6855.208459834442,5496.878413865142,3328.4125,3328.4125,3328.4125,1099.625,1979.1482323450166,1573.5322217028354,1099.625,1099.625,1099.625,1.2452,1.0963277777777778,1.1550816666666668,1.0963277777777778,1.0963277777777778,1.1550816666666668
2009-03-01,918.5,761.875,637.1116666666666,637.1116666666666,761.875,637.1116666666666,13.11,13.648055555555555,11.183333333333334,11.183333333333334,13.11,11.183333333333334,1223.21818181818,2711.483956388097,2171.5276858340403,1223.21818181818,1223.21818181818,1223.21818181818,3770.875,6817.630712249902,5509.72162038688,3770.875,3770.875,3770.875,1246.52272727273,1980.6102163151527,1579.671912084917,1246.52272727273,1246.52272727273,1246.52272727273,1.2645,1.0993055555555555,1.1540133333333336,1.0993055555555555,1.0993055555555555,1.1540133333333336
2009-04-01,889.0,768.8402777777778,645.4733333333332,645.4733333333332,768.8402777777778,645.4733333333332,12.63,13.649999999999999,11.294666666666666,11.294666666666666,12.63,11.294666666666666,1388.1375,2664.8116955856276,2177.5147691673733,1388.1375,1388.1375,1388.1375,4436.925,6762.977394348667,5534.887453720215,4436.925,4436.925,4436.925,1393.9125,1986.8145758830537,1590.4533704182502,1393.9125,1393.9125,1393.9125,1.2242,1.1015305555555557,1.1520499999999998,1.1015305555555557,1.1015305555555557,1.1520499999999998
2009-05-01,972.0,777.6736111111111,655.1091666666666,655.1091666666666,777.6736111111111,655.1091666666666,15.52,13.716388888888888,11.450500000000002,11.450500000000002,13.716388888888888,11.450500000000002,1492.51842105263,2607.808239027566,2185.20744460597,1492.51842105263,1492.51842105263,1492.51842105263,4591.46052631579,6666.651562407704,5565.937453720214,4591.46052631579,4591.46052631579,4591.46052631579,1446.68421052632,1994.5696928421182,1601.1632388393032,1446.68421052632,1446.68421052632,1446.68421052632,1.1528,1.1027194444444446,1.1482816666666666,1.1027194444444446,1.1027194444444446,1.1482816666666666
2009-06-01,941.0,787.1347222222223,664.2299999999999,664.2299999999999,787.1347222222223,664.2299999999999,13.94,13.806388888888888,11.584333333333332,11.584333333333332,13.806388888888888,11.584333333333332,1556.77272727273,2562.2299561992827,2194.1729749090005,1556.77272727273,1556.77272727273,1556.77272727273,5015.43181818182,6605.336537155178,5604.71055978082,5015.43181818182,5015.43181818182,5015.43181818182,1667.11363636364,2014.111359508785,1614.5530115665758,1614.5530115665758,1667.11363636364,1614.5530115665758,1.1264,1.1030722222222222,1.1444249999999998,1.1030722222222222,1.1030722222222222,1.1264
2009-07-01,936.5,795.4541666666668,673.3449999999999,673.3449999999999,795.4541666666668,673.3449999999999,13.63,13.867222222222221,11.7045,11.7045,13.63,11.7045,1580.85869565217,2513.8999728774515,2204.0525516547186,1580.85869565217,1580.85869565217,1580.85869565217,5228.41304347826,6535.938619050738,5644.904186263034,5228.41304347826,5228.41304347826,5228.41304347826,1673.97826086957,2031.3534805117758,1626.9303007628869,1626.9303007628869,1673.97826086957,1626.9303007628869,1.1229,1.1028916666666668,1.1410983333333333,1.1028916666666668,1.1028916666666668,1.1229
2009-08-01,950.75,804.5930555555556,682.3891666666666,682.3891666666666,804.5930555555556,682.3891666666666,14.54,13.921111111111111,11.834499999999998,11.834499999999998,13.921111111111111,11.834499999999998,1818.0125,2471.623489291593,2218.0731964959878,1818.0125,1818.0125,1818.0125,6176.875,6493.900424606294,5700.448729913827,5700.448729913827,6176.875,5700.448729913827,1893.0375,2051.179017127937,1643.2039416359025,1643.2039416359025,1893.0375,1643.2039416359025,1.0872,1.1020305555555556,1.1373399999999998,1.0872,1.0872,1.0872
2009-09-01,1001.25,815.6902777777779,692.2041666666667,692.2041666666667,815.6902777777779,692.2041666666667,16.45,14.057222222222222,11.9975,11.9975,14.057222222222222,11.9975,1879.14772727273,2429.54260605446,2233.058954071746,1879.14772727273,1879.14772727273,1879.14772727273,6195.75,6454.264511907881,5755.325055671403,5755.325055671403,6195.75,5755.325055671403,2205.47727272727,2075.0387032751237,1664.4259113328724,1664.4259113328724,2075.0387032751237,1664.4259113328724,1.0816,1.1010722222222222,1.1338983333333335,1.0816,1.0816,1.0816
2009-10-01,1044.5,828.0125,702.5091666666666,702.5091666666666,828.0125,702.5091666666666,16.57,14.181944444444444,12.154333333333334,12.154333333333334,14.181944444444444,12.154333333333334,2070.84454545455,2380.6882247413287,2249.7908869721787,2070.84454545455,2070.84454545455,2070.84454545455,6305.98863636364,6421.169499281618,5810.268120245718,5810.268120245718,6305.98863636364,5810.268120245718,2227.69318181818,2094.5396502448207,1686.0065119822227,1686.0065119822227,2094.5396502448207,1686.0065119822227,1.0547,1.0990222222222223,1.130695,1.0547,1.0547,1.0547
2009-11-01,1172.0,842.8347222222224,714.5091666666666,714.5091666666666,842.8347222222224,714.5091666666666,18.14,14.305833333333332,12.327333333333334,12.327333333333334,14.305833333333332,12.327333333333334,2196.54761904762,2320.0752798158837,2268.0632715320635,2196.54761904762,2196.54761904762,2196.54761904762,6682.44047619048,6411.534638771758,5869.470310000408,5869.470310000408,6411.534638771758,5869.470310000408,2303.44047619048,2113.35680993698,1708.2920729490338,1708.2920729490338,2113.35680993698,1708.2920729490338,1.0593,1.0968944444444444,1.1284033333333334,1.0593,1.0593,1.0593
2009-12-01,1104.0,855.8430555555556,725.6091666666666,725.6091666666666,855.8430555555556,725.6091666666666,16.99,14.419444444444444,12.496833333333335,12.496833333333335,14.419444444444444,12.496833333333335,2374.0380952381,2264.3139111163573,2287.9285493098414,2264.3139111163573,2264.3139111163573,2287.9285493098414,6976.97619047619,6419.756930612471,5933.4234846035815,5933.4234846035815,6419.756930612471,5933.4234846035815,2326.26285714286,2130.4986144482586,1730.857565012526,1730.857565012526,2130.4986144482586,1730.857565012526,1.0537,1.0941305555555556,1.12565,1.0537,1.0537,1.0537
