report_id,year,effective_date,company,study_type,concentrate_id,concentrate_name,concentrate_type,tc_usd_per_dmt,cu_rc_usd_per_lb,zn_rc_usd_per_lb,ag_rc_usd_per_oz,au_rc_usd_per_oz,cu_grade_pct,zn_grade_pct,ag_grade_gpt,au_grade_gpt,moisture_pct,cu_payability_pct,zn_payability_pct,ag_payability_pct,au_payability_pct
2019-000009850 New Age Metals Inc-f1-02948903_1-1-1,2019,2019-06-27,New Age Metals Inc,PEA,1,copper_concentrate,copper,,,,,,15.5,,,,8,85,,,87
2019-000012585 Americas Silver Corporation-f1-02918824_1-1-1,2019,2019-04-03,Americas Silver Corporation,PFS,3,copper_concentrate,copper,,,,,,23.8,,,,,95,,95,
2019-000023827 Constantine Metal Resources Ltd-f1-02941623_3-1-1,2019,2019-06-03,Constantine Metal Resources Ltd,PEA,1,copper_concentrate,copper,86,0.086,,0.75,6,24.5,,521,3.17,8,97,,90,90
2019-000040502 Adventus Mining Corporation-f1-02931067_1-1-1,2019,2019-05-02,Adventus Mining Corporation,PEA,1,copper_concentrate,copper,80,0.08,,0.5,5,22.4,,320,23.6,,,,,
2020-000002899 Josemaria Resources Inc-f1-03131257_1-1-1,2020,2020-09-28,Josemaria Resources Inc,FS,1,copper_concentrate,copper,78.22,0.078,,,5,27,,71.65,14.22,10.9,96.3,,90,97
2020-000005643 American CuMo Mining Corporation-f1-03069094_1-1-1,2020,2020-01-01,American CuMo Mining Corporation,PEA,1,copper_concentrate,copper,75,0.08,,,,23,,,,10,96.5,,90,
2020-000006237 First Quantum Minerals Ltd-f1-03144495_3-1-1,2020,2020-01-01,First Quantum Minerals Ltd,PFS,1,copper_concentrate,copper,90,0.09,,,,25.3,,,4.5,10,96.2,,,90
2020-000008938 THEMAC Resources Group Limited-f1-03043389_1-1-1,2020,2018-12-11,THEMAC Resources Group Limited,FS,1,copper_concentrate,copper,85,0.085,,0.5,6,28,,4.078,0.15,8,96.5,,90,94
2020-000025279 Copper Mountain Mining Corporation-f1-03054525_1-1-1,2020,2020-01-31,Copper Mountain Mining Corporation,FS,1,copper_concentrate,copper,62,0.062,,,5,28,,,3,9,96.5,,,92
2020-000027371 Auryn Resources Inc-f1-03065923_1-1-1,2020,2020-05-29,Auryn Resources Inc,PEA,1,copper_concentrate,copper,90,,,,,28,,3384,555,,96,,70,98
2020-000033002 Wolfden Resources Corporation-f1-03112624_1-2-1,2020,2020-09-14,Wolfden Resources Corporation,PEA,1,copper_concentrate,copper,,,,,,24.8,,1059,6.19,20,95,,,
2020-000033595 Ivanhoe Mines Ltd-f1-03036222_1-1-1,2020,2020-03-25,Ivanhoe Mines Ltd,PFS,1,copper_concentrate,copper,86.95652174,0.08,,,,57.32,,,,8,97.73,,,
2020-000050542 Adriatic Metals plc-f1-03121124_1-1-1,2020,2020-04-30,Adriatic Metals plc,PEA,1,copper_concentrate,copper,85,,,,,6.6,10.5,3070,12.3,9,,,95,95
2021-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-03283949_2-1-1,2021,2019-12-31,Sierra Metals Inc. ( Dia Bras Exploration Inc.),PEA,1,copper_concentrate,copper,69,,,0.35,6,25,,570,6.8,8,96,,90,92
2021-000005627 Azarga Metals Corp-f1-03262529_1-1-1,2021,2021-07-31,Azarga Metals Corp,PEA,1,copper_concentrate,copper,115,,,,,26,,1672,,8,98,,97,
2021-000005627 Azarga Metals Corp-f1-03262529_1-1-1,2021,2021-07-31,Azarga Metals Corp,PEA,2,copper_concentrate,copper,21,0.07,,0.5,,68,,6642,,8,98,,97,
2021-000008215 Talon Metals Corp-f1-03172265_1-1-1,2021,2021-01-08,Talon Metals Corp,PEA,2,copper_concentrate,copper,,,,,,29.9,,,5.88,,,,,
2021-000008433 Metallum Resources Inc-f1-03288400_1-1-1,2021,2021-09-15,Metallum Resources Inc,FS,2,copper_concentrate,copper,99.5023621,0.090785293,,0.378272053,4.713269784,26,,413,3.2,10,96,,90,94
2021-000017753 Imperial Metals Corporation-f1-03312274_1-1-1,2021,2021-06-30,Imperial Metals Corporation,PFS,1,copper_concentrate,copper,56,0.056,,,,24.4,,71,23.8,8,96.5,,90,
2021-000020511 COPPER FOX METALS INC-f1-03296960_3-1-1,2021,2021-09-10,COPPER FOX METALS INC,PEA,1,copper_concentrate,copper,90,0.09,,0.5,5,28,,63.1,14.1,9,96.5,,90,97
2021-000025928 Excelsior Mining Corp-f1-03277590_1-2-1,2021,2021-09-09,Excelsior Mining Corp,PEA,1,copper_concentrate,copper,83.77563562,,,,,9.4,,4.18,,,,,,
2021-000026107 Mexican Gold Mining Corp-f1-03280410_1-1-1,2021,2021-09-18,Mexican Gold Mining Corp,PEA,1,copper_concentrate,copper,65,0.065,,0.4,5,21.7,,88,33.5,8,95,,40,94
2021-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-03212353_1-1-1,2021,2021-03-18,Falco Resources Ltd. ( Falco Pacific Resource Group Inc.),FS,1,copper_concentrate,copper,,,,,,16,3.5,520,71.5,9.7,92.5,,85.9,97.2
2021-000030536 Braveheart Resources Inc-f1-03176084_1-1-1,2021,2021-01-21,Braveheart Resources Inc,PEA,1,copper_concentrate,copper,85,0.085,,,,30,,57,0.77,10,96.5,,,
2021-000030536 Braveheart Resources Inc-f1-03176084_1-1-1,2021,2021-01-21,Braveheart Resources Inc,PEA,2,nickel_copper_concentrate,copper,175,0.1,,,,2,,19,0.26,10,75,,,
2021-000031522 Rockcliff Metals Corporation-f1-03163342_1-1-1,2021,2021-01-12,Rockcliff Metals Corporation,PEA,1,copper_concentrate,copper,62,0.062,,0.5,5,31.3,1.23,,,,96.5,,90,90
2021-000032328 NorthIsle Copper and Gold Inc-f1-03190061_1-1-1,2021,2021-02-04,NorthIsle Copper and Gold Inc,PEA,1,copper_gold_concentrate,copper,,,,,,25.4,,,15.9,8,96.5,,95,97.5
2021-000037111 Kutcho Copper Corp. ( Desert Star Resources Ltd.)-f1-03321014_1-1-1,2021,2021-11-08,Kutcho Copper Corp. ( Desert Star Resources Ltd.),FS,1,copper_concentrate,copper,80,0.08,,0.5,5,27.5,9.83,378,3.24,9,96.6,,90,94
2021-000040502 Adventus Mining Corporation-f1-03316924_1-1-1,2021,2021-10-26,Adventus Mining Corporation,FS,1,copper_concentrate,copper,80,0.08,,0.5,5,27.2,,268.39,12.55,10,96.5,,90,96
2021-000043429 Ero Copper Corp-f1-03301311_3-1-1,2021,2021-08-31,Ero Copper Corp,FS,1,copper_concentrate,copper,21,0.02,,,,29.5,,,,10,96.3,,,
2021-000050209 1246778 B.C. LTD-f1-03239369_1-1-1,2021,2021-03-31,1246778 B.C. LTD,PEA,1,copper_concentrate,copper,59.5,0.0595,,0.4,5,35,,108,12,8,95,,77,77
2021-000053528 Hot Chili Limited-f1-03295692_2-3-1,2021,2021-10-29,Hot Chili Limited,PFS,1,copper_gold_concentrate,copper,108.6956522,0.1,,,,25,,,3.1,8,96,,,90
